"Дата";"Регион название";"БольныеНаНаселение"
27.04.2020;Волгоградская область;0.011581437335698275
27.04.2020;Вологодская область;0.011035808345037887
27.04.2020;Воронежская область;0.01744572970161803
27.04.2020;Еврейская автономная область;0.06957070729337324
27.04.2020;Забайкальский край;0.008762068817661348
27.04.2020;Ивановская область;0.028130852674585167
27.04.2020;Иркутская область;0.002780853585384832
27.04.2020;Кабардино-Балкарская Республика;0.046050056791220165
27.04.2020;Калининградская область;0.02861167451117773
27.04.2020;Калужская область;0.08101517947826224
27.04.2020;Камчатский край;0.07555800423649972
27.04.2020;Карачаево-Черкесская Республика;0.07456799427719749
27.04.2020;Кемеровская область (Кузбасс);0.00399700193048832
27.04.2020;Кировская область;0.03392088718427247
27.04.2020;Костромская область;0.027646589099294114
27.04.2020;Краснодарский край;0.013665123901372478
27.04.2020;Красноярский край;0.019393628530019077
27.04.2020;Курганская область;0.003835263439514939
27.04.2020;Курская область;0.05759185843777729
27.04.2020;Ленинградская область;0.041538313226290396
27.04.2020;Липецкая область;0.02922470569429666
27.04.2020;Магаданская область;0.06236138472017188
27.04.2020;Москва;0.3952297780179481
27.04.2020;Московская область;0.150374035947014
27.04.2020;Мурманская область;0.15403138524548052
27.04.2020;Ненецкий автономный округ;0.06786176979599258
27.04.2020;Нижегородская область;0.055544112368252206
27.04.2020;Новгородская область;0.042964837614584674
27.04.2020;Новосибирская область;0.014363324388356222
27.04.2020;Омская область;0.003680605910819866
27.04.2020;Оренбургская область;0.019250161080147127
27.04.2020;Орловская область;0.06119605890498246
27.04.2020;Пензенская область;0.021326845166353147
27.04.2020;Пермский край;0.015292573397000107
27.04.2020;Приморский край;0.01834032184725872
27.04.2020;Псковская область;0.020175850830666038
27.04.2020;Республика Адыгея;0.024325441639106236
27.04.2020;Республика Алтай;0.014281587038084015
27.04.2020;Республика Башкортостан;0.01575780319769493
27.04.2020;Республика Бурятия;0.018950669781386757
27.04.2020;Республика Дагестан;0.04149726805766442
27.04.2020;Республика Ингушетия;0.11986648717428589
27.04.2020;Республика Калмыкия;0.061881091825212106
27.04.2020;Республика Карелия;0.009753549603569844
27.04.2020;Республика Коми;0.06578197387035345
27.04.2020;Республика Крым;0.0027246701413551405
27.04.2020;Республика Марий Эл;0.04463677245149049
27.04.2020;Республика Мордовия;0.07667612119973198
27.04.2020;Республика Саха (Якутия);0.01897690624578723
27.04.2020;Республика Северная Осетия — Алания;0.0934989429713447
27.04.2020;Республика Татарстан;0.01904622995431986
27.04.2020;Республика Тыва;0.004351583043745843
27.04.2020;Республика Хакасия;0.038882780509494654
27.04.2020;Ростовская область;0.020143407794777836
27.04.2020;Рязанская область;0.07370402065241179
27.04.2020;Самарская область;0.010091883557915021
27.04.2020;Санкт-Петербург;0.06189216743903974
27.04.2020;Саратовская область;0.01572446514487563
27.04.2020;Сахалинская область;0.0010200313761651307
27.04.2020;Свердловская область;0.01531866387958143
27.04.2020;Севастополь;0.013805783380061437
27.04.2020;Смоленская область;0.040418717447583574
27.04.2020;Ставропольский край;0.017062219410654108
27.04.2020;Тамбовская область;0.05096156610545823
27.04.2020;Тверская область;0.039022551295961515
27.04.2020;Томская область;0.006770041176688801
27.04.2020;Тульская область;0.05739738207035632
27.04.2020;Тюменская область;0.02208464356652982
27.04.2020;Удмуртская Республика;0.012614117160977663
27.04.2020;Ульяновская область;0.029027107169729848
27.04.2020;Хабаровский край;0.03472747268962287
27.04.2020;Ханты-Мансийский автономный округ - Югра;0.017841239381786812
27.04.2020;Челябинская область;0.012392003485138511
27.04.2020;Чеченская Республика;0.022437914727374365
27.04.2020;Чувашская Республика;0.0398128575223035
